num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,likeability_to_cue,goal_value
1,0,position,position,position,0.0,position_0,opposer,0.451578289270401,0.8410215898688265,0.3968275865342302,0.6655056835591541,0.0,0.9911346972318243
1,0,position,position,position,0.0,position_0,positionnement,0.44114387035369873,0.8938697307682684,0.3691958386217812,0.6836073226302638,0.0,0.9911346972318243
1,1,position,positionnement,positionnement,0.42311815634960986,positionnement_1,stratégie,0.526884913444519,0.8897118101968722,0.36752366687917104,0.6791626169603899,0.7232422015227307,0.9911346972318243
1,1,position,positionnement,positionnement,0.42311815634960986,positionnement_1,stratégique,0.4982316195964813,0.8538231553236182,0.3316944413297005,0.6451644658567488,0.7232422015227307,0.9911346972318243
1,2,position,stratégie,stratégie,-0.1548748637182487,stratégie_2,contexte,0.5378502011299133,0.9718500908642624,0.34928216085567254,0.7278529349670009,0.6850595507216606,0.9483027635999093
1,2,position,stratégie,stratégie,-0.1548748637182487,stratégie_2,positionner,0.6555001735687256,0.9110620671158559,0.28070243810317635,0.6580373126730766,0.6850595507216606,0.9483027635999093
1,3,position,contexte,contexte,0.2900126791235242,contexte_3,problématique,0.5619103312492371,0.913475787646654,0.3315501009682249,0.6836347639686738,0.6800449188999447,0.9073218140408681
1,3,position,contexte,contexte,0.2900126791235242,contexte_3,problématique,0.5619103312492371,0.983475787646654,0.3055501009682249,0.7164454069839148,0.6800449188999447,0.9073218140408681
1,4,position,problématique,problématique,-0.25770642264071414,problématique_4,stratégique,0.6854974031448364,0.9172091402786194,0.18670015786888164,0.6303532033360886,0.7367736521558609,0.8681118581889267
1,4,position,problématique,problématique,-0.25770642264071414,problématique_4,perspective,0.6278940439224243,0.8782997424203237,0.22021476779170404,0.6058989785522733,0.7367736521558609,0.8681118581889267
1,5,position,stratégique,stratégique,-0.8171460863539237,stratégique_5,global,0.6016209125518799,0.897421395066216,0.17496287657318862,0.5925041246302712,0.6795612646522519,0.8305963624658166
1,5,position,stratégique,stratégique,-0.8171460863539237,stratégique_5,structurer,0.5949178338050842,0.903517966109109,0.3552552348382137,0.6890729545686124,0.6795612646522519,0.8305963624658166
1,6,position,structurer,structurer,-0.3525269383282248,structurer_6,objectif,0.6568503379821777,1.0,0.28284711074870456,0.7176298185747199,0.7528343154518198,0.794702100695537
1,6,position,structurer,structurer,-0.3525269383282248,structurer_6,approche,0.6816907525062561,0.8933665428242029,0.16311267962252568,0.5960080139561101,0.7528343154518198,0.794702100695537
1,7,position,objectif,objectif,0.1282049911415709,objectif_7,enjeu,0.7183396816253662,0.9553244520690535,0.19083440075156233,0.6538230022105143,0.7373717625072983,0.7603590111748065
1,7,position,objectif,objectif,0.1282049911415709,objectif_7,enjeu,0.7183396816253662,0.9333244520690535,0.2848344007515623,0.6801838453877685,0.7373717625072983,0.7603590111748065
1,8,position,enjeu,enjeu,-0.3918388003051886,enjeu_8,approche,0.6919795274734497,0.9836887017198459,0.12359004162577833,0.6293237487939977,0.752099441858119,0.727500059920222
1,8,position,enjeu,enjeu,-0.3918388003051886,enjeu_8,approche,0.6919795274734497,0.9676887017198459,0.2545900416257783,0.678859650141228,0.752099441858119,0.727500059920222
1,9,position,approche,approche,-0.9039989027499371,approche_9,développer,0.6783339381217957,0.8716392574990898,0.2432395636030825,0.6107602964664067,0.7143404884596981,0.696061109825199
1,9,position,approche,approche,-0.9039989027499371,approche_9,spécificité,0.669054388999939,0.9557032037551516,0.30211739867876125,0.7016771106493228,0.7143404884596981,0.696061109825199
1,10,position,structurer,spécificité,-0.4025949025439062,spécificité,,,,,,0.6696433040588818,0.6659807954712997
