num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,similarity_to_cue,adequacy_to_cue,originality_to_cue,likeability_to_cue,goal_value
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,sourire,0.8231038451194763,0.9817873200595957,0.21263853841558106,0.691797132907864,1.0,1.0,0.0,0.0,1.0156548897855275
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,paupière,0.807439386844635,0.8826145661316448,0.1300787299227305,0.5867395418344018,1.0,1.0,0.0,0.0,1.0156548897855275
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,bouche,0.7955767512321472,0.9845455690127429,0.10491547443156815,0.6423112319046224,1.0,1.0,0.0,0.0,1.0156548897855275
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,baiser,0.7875321507453918,0.9922791892506037,0.0821986601015679,0.6063487620161552,1.0,1.0,0.0,0.0,1.0156548897855275
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,visage,0.7829403281211853,1.0,0.07020365941775959,0.628120887152685,1.0,1.0,0.0,0.0,1.0156548897855275
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,doigt,0.7794419527053833,1.0,0.24048812881050635,0.707329779065886,1.0,1.0,0.0,0.0,1.0156548897855275
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,commissure,0.7730590105056763,0.9917374376514787,0.19364566679620696,0.6679447180383301,1.0,1.0,0.0,0.0,1.0156548897855275
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,rougir,0.7637153267860413,0.9603798763666808,0.08670845461152395,0.6233881237576275,1.0,1.0,0.0,0.0,1.0156548897855275
1,1,lèvre,doigt,doigt,0.42291872232008965,doigt_1,main,0.6171192526817322,0.9846397436800354,0.30207047660540337,0.7255377863756658,0.5588853359222412,0.8691335542586616,0.39851717700480704,0.7013734268846634,1.0156548897855275
1,1,lèvre,doigt,doigt,0.42291872232008965,doigt_1,nez,0.5925967693328857,0.8342124045400653,0.347743751286867,0.6594467587166061,0.5588853359222412,0.8691335542586616,0.39851717700480704,0.7013734268846634,1.0156548897855275
1,1,lèvre,doigt,doigt,0.42291872232008965,doigt_1,bras,0.5849668979644775,0.8562327791477581,0.30964548341502485,0.6529971881049169,0.5588853359222412,0.8691335542586616,0.39851717700480704,0.7013734268846634,1.0156548897855275
